id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
29,6.289225050847022e-299,0.0,3.070717836118571e-17,1.3279442844820719e-120,2.6340881430902852e-39,1.919096667724415e-21,5.369792983663963e-63,1.0,8.40591635761749e-30
30,3.906054392974923e-35,0.0,0.000462402623629982,3.002367443318103e-17,0.0003179559678410333,0.06575119373678902,3.282970148159249e-14,0.9333505885667797,0.00011785910492750323
31,6.467224819861817e-30,3.7400398203720425e-230,9.929758097195088e-05,3.627973713995356e-11,0.043778796384523054,0.0016179358799313628,1.5019053361750417e-10,0.9477664883117988,0.006737481656304518
32,9.825319211492886e-184,0.0,0.9999997679452154,1.0267127075481535e-77,2.0534142954971607e-35,7.54839756014074e-11,9.310001613053899e-49,2.3197930070332133e-07,3.2004658254986253e-21
33,1.3039108584217678e-78,0.0,6.503472322551249e-18,5.317641183912632e-27,0.0005407677474503445,1.0020752542515052e-07,2.4163219689710695e-25,0.9993741542971452,8.49777478788547e-05
34,2.4643249391448986e-37,0.0,0.5180645682004952,7.2661354842271e-13,0.0008444703391032258,4.986628277107311e-05,1.675848806945723e-08,0.10390721873401097,0.3771338596844047
35,4.144992044419626e-31,3.75e-322,0.0007425013370050349,5.673859715393276e-16,0.00019230288999568578,0.0047641881718835394,2.834656270473105e-09,0.994243771007584,5.723375887512826e-05
36,5.882501952863878e-246,0.0,7.139254750955021e-13,3.9632760470540754e-75,3.4404597092407168e-25,0.9999684308806853,1.8675412452242652e-50,3.156911850675556e-05,9.412451505440006e-14
37,1.6735753851115094e-77,0.0,2.038064175699654e-09,2.022880880364037e-28,1.8386965449477038e-10,0.04412055299947008,2.3782769936107315e-24,0.9558775105233064,1.934255289740245e-06
38,3.035898355515714e-104,0.0,3.116249642951161e-18,2.286961946024858e-43,1.152964628987229e-16,1.3056545235264644e-06,3.289612715260337e-27,0.9999986942710154,7.44610603054391e-11
39,4.3689936409370433e-47,0.0,5.546346984168378e-11,1.8163940768348358e-23,0.45008355319253984,7.131284250867567e-05,2.304741781742107e-15,0.5498429606654922,2.1732439935285376e-06
40,1.286676616213406e-100,0.0,0.9999077470377036,1.1839237437639893e-30,2.949367171155036e-10,7.50994455555169e-08,9.713957351404296e-19,2.3171481792882584e-11,9.217754474251102e-05
41,1.937162789201697e-75,0.0,0.006065807800672588,2.097473157863706e-33,9.913348913650036e-09,2.1760028746464323e-06,9.018876745680714e-20,0.9939319967961364,9.486967484293894e-09
42,1.9407659154212198e-13,5.828581403060055e-133,0.9592763989663766,1.3155257586915185e-05,0.00041037741537665784,0.001278815826327911,0.010746420754890665,0.0009512794959536429,0.02732355228329354
43,4.349387142819939e-196,0.0,5.412695261189476e-07,1.4334455224406693e-73,1.3977182627929708e-15,1.653885290977564e-07,3.235163519119643e-45,0.9999992933393063,2.6370375969146374e-12
44,1.87153976957705e-124,0.0,5.70534706142227e-17,1.065612015948218e-52,9.959942040615727e-06,1.5036345072812846e-13,1.5291604153320588e-34,0.995607740100116,0.004382299957693047
45,7.957562960846295e-81,0.0,8.055733925704402e-06,2.6393954342531e-31,3.196575774393209e-10,0.1292241413467014,2.0193855716847082e-22,0.8707669467612691,8.558384462978823e-07
46,2.9775680572452654e-31,0.0,0.0012673918666408566,3.0163787414751223e-16,0.00013932676541774172,0.07588419375911505,4.670954491387211e-10,0.9212352273084871,0.0014738598332435732
47,3.2234093429797687e-18,4.764419712853352e-169,0.0017402913890477193,1.0420545531198039e-07,0.0016426832731475888,0.008086214155668566,6.167413527869428e-07,0.9833101286209809,0.00521996161434705
48,1.605949981488568e-48,0.0,2.7729697273351545e-08,4.7190580693839415e-21,0.0019926884019747697,0.004761789638587926,2.68940174022779e-16,0.9930000505997421,0.0002454436299977201
49,1.5851443216799455e-62,0.0,0.36214595457286997,2.326475201576114e-27,6.758624105168075e-06,8.313349347175211e-06,3.070751417168017e-17,0.6376183257148234,0.00022064773885444025
50,1.3817550100396195e-221,0.0,1.6588165257763353e-19,2.141335919337351e-81,5.681278449719601e-21,0.9578292489858314,4.186736492953687e-75,0.042170751014168506,8.990882257134484e-26
51,6.77804835766312e-76,0.0,0.9075622546027433,8.860487665093902e-25,0.0016180240731649455,0.08040105752806258,2.941008954259834e-26,0.0104152807481534,3.3830478756750926e-06
52,3.2417384927837834e-237,0.0,9.338321153861481e-35,4.985222155482354e-112,6.118288227843332e-22,1.9467151987952036e-18,2.2480208783080662e-69,1.0,1.3302659035182197e-18
53,6.334604702571783e-73,0.0,1.0497661609027864e-17,9.163131323942568e-39,3.104799460372083e-12,0.9931353546828593,6.269073009112663e-32,0.00686464306515474,2.2488811839709546e-09
54,1.6433543692986544e-27,4.726509992269634e-274,0.010080394088810578,1.62746910694275e-14,0.0003759050353465326,0.28435436853157986,4.682045861501809e-08,0.704984113683698,0.00020517184009027572
55,2.0300762092333636e-63,0.0,1.184713811577802e-09,1.305251626465633e-28,2.58627780819026e-06,0.10258357413745567,2.474447582687906e-21,0.8974138371140138,1.286008556397054e-09
56,3.274249997155129e-89,0.0,6.108173193536531e-10,8.624712884882083e-38,2.958576962584058e-05,1.2415806302679842e-10,2.4881495559158522e-23,0.7578974745636456,0.24207293893175308
57,2.2112547422779018e-136,0.0,1.115994201509705e-08,9.867052290159927e-53,3.3123844205233633e-17,0.1313571973891808,6.164553646057313e-47,0.8686427914508688,8.508376245240233e-15
58,1.868780678638802e-94,0.0,1.7309194935106762e-09,3.548295898077845e-33,1.2554547568266346e-08,0.9992430786256752,1.7267147128801113e-29,0.00075690708865444,2.034607898034807e-13
59,5.307452733811079e-70,0.0,0.9594718585170081,3.665530434657707e-30,1.5959869373531684e-07,5.675847386983014e-07,5.202399798082296e-17,0.040526231205586224,1.1830939730543888e-06
60,2.3935299533459707e-132,0.0,1.3871812208720677e-16,4.178254216236726e-49,6.615401623532196e-21,0.9999999289213122,2.649356790044993e-32,7.107867352577642e-08,1.4167842336596442e-14
61,6.974192072662639e-110,0.0,0.15560291307113347,7.176525561219956e-37,0.004251971979693724,4.140720486832546e-09,3.3839043558743466e-32,0.8401409178899689,4.192918483392197e-06
62,7.208351925966e-40,0.0,0.0007921155058509969,1.2712013476551038e-15,0.004871977878483102,0.06942240999105155,8.183208546978197e-08,0.9213602820017689,0.003553132790758773
63,4.951660904036133e-57,0.0,9.429045856933064e-05,4.0911667020068054e-25,0.00019815419967160924,0.0026428866509348318,9.504506158661543e-23,0.997063701282057,9.6740876706494e-07
64,6.359215178444978e-107,0.0,1.5974854305385784e-23,1.451297342254484e-54,1.006146346600771e-21,1.1447184660718137e-07,1.491253108714746e-27,0.9999998855281533,9.222864575442329e-19
65,3.852764414842409e-87,0.0,1.424383299720231e-16,7.489251520643987e-40,6.311895740892169e-08,1.5164578918670055e-07,5.174610656032936e-23,0.9999615775963951,3.820763885792011e-05
66,9.636642675349237e-197,0.0,2.7077859849477984e-20,1.6474255213998205e-74,5.498515135604602e-21,0.0001065019203650762,3.772322476563002e-65,0.999893498079635,5.73092741459891e-18
67,4.621302852851145e-53,0.0,0.9999936524971426,2.1542885416850083e-26,5.575418179385764e-13,7.281788182067716e-08,4.723130199752123e-16,6.273786018329366e-06,8.98399155792984e-10
68,0.0,0.0,7.657056678992285e-25,3.1504595473230067e-134,1.0558593031944316e-38,4.534038887607835e-06,3.585216950806765e-91,0.9999954659611123,5.174620014230858e-19
69,1.3642450242951714e-100,0.0,0.9997181691019066,2.8527286524975918e-36,1.1029059530433399e-16,1.691962784901269e-06,2.1223781266077527e-20,0.0001629284449889735,0.00011721049031938794
70,1.310450360704779e-20,2.4726605771002245e-211,0.00042398112816830657,3.2266454176245252e-12,0.002577786422957504,0.03664571304346046,4.604473477791463e-09,0.958525753832537,0.0018267609651766543
71,1.506950363271452e-19,9.580015661327366e-169,1.694589444468681e-07,2.8412534330655217e-08,0.04851361205183394,0.00011509736871802783,2.711218748365406e-07,0.8564330673688197,0.09493775421727454
72,1.9704164447477054e-51,0.0,5.543774487664867e-07,7.379701157944357e-20,1.466658075412008e-09,0.9157903278007443,6.157036168483383e-17,0.08420456484645747,4.5515086914137805e-06
73,2.0706458296674738e-122,0.0,1.04975498609514e-18,1.9602262143300357e-46,7.87002921384511e-16,0.06407541258825791,1.3342384381707087e-42,0.935924585927066,1.4846754162085277e-09
74,1.8432519300969166e-106,0.0,1.1918957271397493e-13,2.400189841193947e-42,1.1886594608915254e-08,0.9986399797844066,7.443379109069785e-32,0.0009061838145062182,0.0004538245143733856
75,7.659076345682871e-14,2.54062389659934e-133,0.0004855715248990945,6.516238210888162e-06,0.0569509619892442,0.0013775104212183087,0.0002696994800913476,0.5566206639991553,0.3842890763471043
76,1.2598953355490239e-150,0.0,8.020551262003422e-07,5.90367490224579e-61,4.3707073933290586e-13,3.2452061908026256e-19,2.4480856336976742e-49,0.9999991979444367,7.377545153856427e-18
77,1.7980498953729725e-62,0.0,2.6213458523696176e-05,3.456294664998475e-22,3.6932485535766973e-10,0.9865590542592124,1.7002850126768153e-16,0.013414101267091154,6.306458474902428e-07
78,2.186466088228997e-66,0.0,8.926364997421013e-10,4.947429545552432e-20,0.6703426306287508,1.926938476555245e-05,2.5478520962414147e-16,0.21214312244624853,0.11749497664759846
79,2.7083352355041884e-87,0.0,3.764510079123497e-06,1.6761702944925183e-29,5.432878100865344e-09,0.9993333666991757,4.8342220766198156e-23,0.0006201919842956607,4.267137357125361e-05
80,7.95769485057956e-157,0.0,2.1464863817428726e-09,4.5825604459678896e-69,3.8880212396707932e-16,3.046157465552136e-20,1.4975225910848e-61,0.9999999978535132,3.4075733219062844e-20
81,7.900035151829394e-25,4.9404701611305265e-233,0.0034240176712062986,6.755670979047205e-11,0.010752071908103988,0.0013758210677430752,1.018714251077579e-08,0.9792088322108948,0.005239246887352576
82,8.996838293898558e-115,0.0,3.0752022523114454e-13,2.3094587605748342e-49,1.375852972764819e-14,0.9715025229433334,1.8887865074621524e-26,0.028497477056345213,4.966172279400038e-18
83,9.815281158968598e-32,2.718100483934808e-302,0.00012862356826628181,1.0032854365500242e-13,0.000746823762786686,0.521556197482245,4.3850771967057206e-10,0.47240196336855805,0.005166391379535958
84,3.8759445554451485e-39,0.0,5.742813534977086e-07,2.5206134370205078e-15,7.606345966511472e-10,0.000522293360266426,2.1360310677141163e-09,0.9980202780988419,0.0014568513628701863
85,0.0,0.0,2.347818554966792e-27,2.3454024253875274e-136,6.603691724328591e-26,8.720832417223837e-10,2.4844867331266163e-110,0.9999999991279167,1.4903227746242054e-17
86,2.6980194912804208e-71,0.0,1.0338911516144159e-07,7.331074135128888e-30,4.001179875154691e-08,2.7537362342385087e-05,6.392438817268552e-19,0.9995300462549056,0.00044227298183819794
87,4.3702840842334335e-122,0.0,1.0,7.419066456669427e-100,2.921926017048543e-59,5.957555643816113e-60,1.5070177590511222e-42,6.511423804008603e-27,1.511028487589339e-22
88,5.837055716325912e-42,0.0,1.7555786299422992e-10,1.4973282956610475e-23,9.764373843184716e-07,0.2951399960390012,1.834811404765496e-17,0.7048574474065133,1.5799415434392437e-06
89,1.3663608214648168e-18,1.614549547036678e-199,0.000225682718851812,9.512916548921503e-10,0.0010909581981753064,0.1992082105597193,5.779665219395931e-07,0.7203614445121354,0.0791131250933046
90,3.5432891732612384e-108,0.0,1.0144732280452988e-12,3.0520889249575972e-43,1.3061296313650931e-11,0.4017470952813974,5.249204762420979e-30,0.5982529046541616,5.036517750788488e-11
91,2.1924178517519398e-61,0.0,3.322452349781542e-09,1.5776856903150672e-23,1.4709310431485955e-09,0.9962511239763148,2.1693232065855053e-16,0.003748244569766246,6.266605352573561e-07
92,6.858409029132999e-146,0.0,6.807546114722857e-21,9.01697739673407e-63,1.0090375012979148e-07,7.524582461087309e-17,4.292689558669355e-42,0.9933311553550345,0.006668743741215375
93,1.8485150100580685e-123,0.0,0.9999999999999767,7.875673216590702e-51,3.163698328546234e-22,7.17653651966834e-21,1.0588511524642089e-37,2.3214443628395213e-14,1.4087541330794302e-17
94,4.505566959223425e-44,0.0,4.3918413992314275e-07,3.938718661621573e-34,2.665513977869076e-12,7.299081952639616e-10,4.666100926124294e-22,0.9999995600780464,5.240108662621326e-12
95,9.627755939599798e-228,0.0,8.248715084577952e-17,2.4239006848548674e-86,2.1994907153897212e-38,0.9999953182615936,6.948217273680762e-58,4.681738406367694e-06,5.918510874365937e-23
96,9.69617329609447e-108,0.0,0.9999992543753535,4.2806515818332434e-39,2.567013089617607e-07,4.333233879700645e-07,8.880592631542134e-38,5.5599493665448455e-08,4.557651662826577e-13
97,2.327365669318541e-28,7.095620524105289e-260,6.510333832574167e-07,2.6795794502479136e-18,1.266966554182701e-06,0.02583678123090307,2.5129078318288252e-11,0.974159493384065,1.8073599656479776e-06
98,2.2443470186012612e-54,0.0,2.1635633317391416e-16,2.6028498429196997e-23,7.051513640813644e-07,3.4973352747936307e-10,3.4468527996963704e-16,0.9986201706876594,0.001379123811242364
99,4.820345732871277e-47,0.0,0.32128639008078436,4.457596602117552e-21,3.8408838679076356e-07,0.0013300261626928668,9.553434478570568e-15,0.6773722782182943,1.0921449832096117e-05
100,6.174234523667395e-95,0.0,0.0010516197894212002,2.8232687512711337e-34,0.35791403697304264,5.948673380348889e-06,8.887852478935082e-32,0.6410182129016648,1.0181662490943993e-05
101,8.015145427273416e-135,0.0,1.213944433219463e-16,4.78676123732729e-51,1.2630585617786311e-08,0.302015901441783,8.513219445029984e-50,0.6979840858251727,1.0245852036823113e-10
102,3.5428978730519875e-52,0.0,0.0003973799822353392,6.106640422134637e-19,1.6104341473993474e-05,0.7680978418132745,2.84083813501957e-11,0.2230071853377267,0.008481488496881098
103,1.0709257872798538e-122,0.0,0.9986383377620867,5.2271366087428695e-46,9.717327685389516e-09,3.756596906417832e-14,1.2809672552940292e-32,0.00038716375277603627,0.000974488767771894
104,1.1257143752384566e-128,0.0,0.4426400169363844,2.94593221288574e-46,2.4088460669131545e-15,0.28161507358789717,4.159843109769927e-28,0.2757365001980308,8.409277685136382e-06
105,1.3905014194101988e-82,0.0,3.003888684048503e-08,1.8570696229097467e-39,1.706640439638804e-11,1.6280016619046945e-08,1.1535147159677346e-25,0.9999999463179601,7.346070001892169e-09
106,1.0397810287981947e-39,3.2766834e-317,4.8433389317763354e-08,1.115534564048733e-15,1.9033277527913104e-08,0.9986563690824698,4.188731071546378e-12,0.0013433379127738697,2.255338997413991e-07
107,3.772380097989652e-25,8.592808678307383e-193,0.0013013026155920338,4.654991664398278e-09,0.13206649765121148,0.003235630676305423,1.2790693379542921e-09,0.8564759531535338,0.006920609969295949
108,8.857060513209561e-88,0.0,4.026820569087465e-12,1.2359585252485366e-42,4.7173626700073455e-08,0.0013920549943352515,1.5754420071204077e-36,0.9986078978267435,1.2676356340809658e-12
109,1.0560103491329023e-32,6.175838650794333e-289,0.00010507164870117604,8.226073293530957e-15,8.505313376876802e-06,0.12750209135740959,5.222247111950295e-10,0.8723552419665329,2.908919174662499e-05
110,1.2643747640687793e-82,0.0,0.0004995731107813562,7.408244305335534e-33,4.172973802930061e-06,9.24215938549982e-07,4.601829082998425e-24,0.9994949139059226,4.157935547096358e-07
111,3.863841697064815e-151,0.0,2.965098181029392e-16,5.7034533716023275e-56,1.0528952431878707e-21,0.07810004214441789,7.75675528539956e-46,0.9218999578555118,7.010924263651599e-14
112,4.197576468659479e-158,0.0,8.886795042084492e-16,5.6711003815977494e-64,3.12402017749984e-26,2.6606850381899804e-20,4.125722142944847e-44,0.9999999999999991,3.415990765484718e-20
113,1.7013022142904496e-72,0.0,5.3184729435590856e-06,1.706531567069934e-27,2.069604610133004e-09,0.16844473632399218,1.4078801003295752e-19,0.8309467119692409,0.0006032311642189101
114,1.2290741297446741e-130,0.0,1.8997347344338986e-14,1.2049992361542677e-58,6.730877642870971e-19,1.6091757485565985e-16,2.912049144610015e-49,0.9999999999999807,3.138705221711402e-19
115,1.2518974659144158e-44,0.0,0.0020785895281162778,6.545003286410806e-17,0.1591403320143777,0.017303339218950362,2.496447618406285e-13,0.8208787749616357,0.000598964276670267
116,1.7866486527089063e-205,0.0,0.00038219600762403374,7.982465449384541e-65,1.579636369920097e-14,0.9996177758188058,1.2767921159078675e-53,2.8173554339733938e-08,4.4610656671431095e-17
117,4.62956326783396e-66,0.0,4.032519525623766e-14,1.8490294103027305e-36,3.288552259027576e-08,0.09637315319831379,4.076311930740353e-26,0.9036268114711145,2.4450086758198874e-09
118,1.1013823137262461e-52,0.0,1.6134856477544946e-07,9.596164202568357e-24,0.0001308920365822348,0.0007191000397838267,3.816547137811142e-16,0.999138217416017,1.1629159051543329e-05
119,1.0964397618939215e-94,0.0,0.01600799341008711,7.960749625711429e-35,0.9576915352133607,3.411234962446054e-05,3.725770948024485e-34,0.026266321644639646,3.7382287956853627e-08
120,7.896529631883513e-72,0.0,9.135651725905642e-17,5.469542223912837e-34,3.281159800751111e-08,0.6591716079856521,1.7484928851436352e-27,0.34082835909937664,1.0337301722465388e-10
121,3.6315312595994944e-182,0.0,8.034549045770219e-15,6.018965045883967e-72,6.515804588420088e-08,1.3535759137559985e-13,6.5251661616346915e-49,0.9999999110957595,2.3746051143679922e-08
122,1.52896811061264e-157,0.0,1.8547101930505898e-19,8.751837012124224e-72,5.640649482400026e-09,2.4371547723850766e-05,3.577896809239519e-61,0.9999756228116266,9.640449576586277e-18
123,1.1741513722225101e-30,2.040008488526374e-245,0.0003465517971032709,4.0000859014630003e-11,0.005599518789383321,0.00415049237307025,5.213924829083213e-12,0.9875576692192484,0.0023457677759799443
124,1.3087174211573e-202,0.0,1.2169259373884679e-13,1.559475767214761e-71,1.3037350295250023e-17,0.9999999755323236,2.253952563603557e-52,2.4467554568019257e-08,1.1567901176528887e-16
125,1.3760631379106935e-22,1.1123148374484026e-175,0.0006889889497489249,1.2378882438509584e-08,0.06882886280474214,0.003058681176306953,1.8675376706553158e-09,0.9177271313435198,0.009696321479262181
126,1.3497697512498902e-138,0.0,5.073328487963353e-07,2.5986185259504877e-52,4.212407319838448e-15,0.49477477392561264,1.431716365841683e-27,0.5052077140887157,1.7004652818701246e-05
127,1.677387594636807e-30,4.326538745823439e-307,0.002589701962904137,1.5075750237776395e-11,0.00014395145624448467,0.006418995146682965,8.615655690371108e-09,0.9548349106454593,0.03601243215797775
128,4.110400980844133e-94,0.0,5.161468597968127e-07,1.0185702754049335e-39,1.0502679126938425e-18,0.0008631607902231591,3.478767534197825e-27,0.9991363230621885,7.284938875725233e-13
129,7.373867348113975e-244,0.0,6.831952612816674e-16,6.152983590335623e-87,4.445790809996608e-24,0.9607003542566313,2.294193401208076e-69,0.03929964574336806,1.3634617985988385e-26
130,0.0,0.0,4.840647827699644e-30,2.9938306422028186e-136,3.80700228338581e-34,1.1258665902658077e-08,1.3323748766749935e-85,0.9999999887413341,4.214466316545012e-22
131,2.0436120942256475e-54,0.0,2.82886692924767e-07,1.433878076122579e-29,6.181167993216065e-07,3.2894878934403136e-16,3.811929647230257e-28,0.9999990989892047,7.302582550388812e-12
132,3.9370258607612006e-137,0.0,1.6632087151126665e-28,5.761617230408704e-72,1.1997783980617079e-16,2.242064290448544e-06,1.826177892613715e-44,0.9999977579357093,6.985199704720271e-22
133,2.659201541328356e-41,0.0,1.7675405257309077e-07,1.3809435669722252e-16,0.005807476092760839,0.5468266900360059,9.587374410273965e-15,0.4469733793516814,0.00039227776548954253
134,2.3055086418560295e-138,0.0,8.118789846081435e-08,1.9080006935205517e-55,4.781872081307378e-10,1.69954138245373e-17,1.1591996704835574e-48,0.9999999183142363,1.9677957381550105e-11
135,8.64270662656028e-31,1.6532741502008708e-305,0.00023241036200778216,4.2075911009514197e-16,0.00014334723004970958,5.34932972383359e-09,1.1895660059910304e-15,0.999620415324664,3.821733947236849e-06
136,1.8803315470117316e-64,0.0,0.00044606539713136967,2.6656893700392634e-21,0.00014777304278562668,1.2065601995208676e-08,2.5087411953099375e-14,0.008535653194844466,0.9908704962996114
137,4.852919386363949e-252,0.0,5.924807801567505e-15,1.8947271963310492e-102,1.377951955655034e-31,2.7722508588897263e-12,5.463513575614977e-79,0.9999999999972218,9.914065058151593e-36
138,1.41692075487382e-225,0.0,4.433900392451936e-20,6.111048487978533e-96,4.027251793704188e-30,1.1470245445441881e-07,5.259892842546409e-68,0.9999998852975457,9.874543872785224e-27
139,1.1337125275010356e-176,0.0,3.1941693058610113e-07,2.7755493508173907e-60,2.352685469224477e-20,0.5136906463661938,1.2303088512156525e-53,0.48630903421687094,4.682637067615999e-15
140,2.746145890036508e-95,0.0,0.020110433879218254,4.7355992777337555e-33,0.001081396413322734,0.6658695785727624,4.104730195687974e-31,0.3129383922760265,1.9885867002857457e-07
141,5.742489628484539e-38,0.0,0.9987127826709236,1.8766851069053356e-19,8.961365532834779e-08,0.00024273361517388595,4.121820739382286e-17,0.0010443921540658405,1.9461812574767466e-09
142,3.2493337905582455e-53,0.0,0.10499668703421838,6.964876265322623e-19,1.2805309704499392e-05,0.0025912645970910197,5.190039424351601e-12,0.8827631851952372,0.009636057858559127
143,1.6317327013395654e-172,0.0,4.980626478717174e-22,7.160028303067361e-74,1.4440587493871189e-10,9.659970938386921e-17,7.73020017271862e-49,0.999992841857498,7.157998096142172e-06
144,5.7492561831743555e-199,0.0,3.293563013315246e-12,3.8627746423643865e-73,1.2099797373037284e-17,1.4008386782818535e-06,5.0572787898510834e-58,0.9999985990525424,1.0548571384191551e-10
145,3.557953243213245e-115,0.0,3.1696272240206916e-20,5.3156332178709217e-45,8.972493779704043e-26,3.836311615756924e-07,8.699948915160512e-22,0.999999615825259,5.435793841112567e-10
146,3.366957882959202e-58,0.0,1.8940658986985983e-05,3.7149293196905065e-21,5.1630597610365835e-05,0.6287114554798263,1.0629269668822578e-10,0.3679573039871482,0.0032606691701354664
147,3.2135529653231337e-76,0.0,6.689474744957365e-06,2.2282619771798405e-34,1.4877440421522267e-07,7.954760205601435e-05,3.4441658687286015e-25,0.9999136134583986,6.903962298357756e-10
148,3.8751606629729233e-44,0.0,2.1187558897105895e-05,3.536460673019556e-22,2.7300576157230307e-06,0.007020582934752544,1.9221353607064316e-12,0.9929514892830048,4.01016380775979e-06
149,1.1371823877030558e-128,0.0,2.9627066557850856e-12,3.5126100907076343e-50,2.2646341897232703e-15,0.642302661217,1.0267043085352972e-40,0.357697338779763,2.7215843590453074e-13
150,9.277485517389255e-77,0.0,0.7813507389742688,4.0150622340434934e-25,3.681173485141271e-10,0.16640921226680574,7.954800413096118e-19,0.05214450292086975,9.554546993834958e-05
